DATE,MEHOINUSAKA672N,MEHOINUSALA672N,MEHOINUSARA672N,MEHOINUSAZA672N,MEHOINUSCAA672N,MEHOINUSCOA672N,MEHOINUSCTA672N,MEHOINUSDEA672N,MEHOINUSFLA672N,MEHOINUSGAA672N,MEHOINUSHIA672N,MEHOINUSIAA672N,MEHOINUSIDA672N,MEHOINUSILA672N,MEHOINUSINA672N,MEHOINUSKSA672N,MEHOINUSKYA672N,MEHOINUSLAA672N,MEHOINUSMAA672N,MEHOINUSMDA672N,MEHOINUSMEA672N,MEHOINUSMIA672N,MEHOINUSMNA672N,MEHOINUSMOA672N,MEHOINUSMSA672N,MEHOINUSMTA672N,MEHOINUSNCA672N,MEHOINUSNDA672N,MEHOINUSNEA672N,MEHOINUSNHA672N,MEHOINUSNJA672N,MEHOINUSNMA672N,MEHOINUSNVA672N,MEHOINUSNYA672N,MEHOINUSOHA672N,MEHOINUSOKA672N,MEHOINUSORA672N,MEHOINUSPAA672N,MEHOINUSRIA672N,MEHOINUSSCA672N,MEHOINUSSDA672N,MEHOINUSTNA672N,MEHOINUSTXA672N,MEHOINUSUTA672N,MEHOINUSVAA672N,MEHOINUSVTA672N,MEHOINUSWAA672N,MEHOINUSWIA672N,MEHOINUSWVA672N,MEHOINUSWYA672N
2018-01-01,69979,50841,50683,63411,71766,74357,74131,66190,55634,56832,81559,69963,59792,71416,60977,65096,55543,50878,87909,87785,59726,61544,73118,62844,43556,58724,54336,67710,68799,82820,75520,49158,62985,68493,62750,55420,70418,65693,63394,58485,60540,57076,60868,78463,78549,71335,81170,63764,51489,63672
